instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr
3348,2011-05-24,2,0,5,0,2,1,2,0.64,0.6061,0.73,0.194,27,111,138,9.0
3349,2011-05-24,2,0,5,0,2,1,1,0.7,0.6515,0.61,0.3284,18,90,108,10.0
3350,2011-05-24,2,0,5,0,2,1,1,0.74,0.6667,0.51,0.2239,33,142,175,11.0
3351,2011-05-24,2,0,5,0,2,1,1,0.76,0.6818,0.45,0.3881,41,129,170,12.0
3352,2011-05-24,2,0,5,0,2,1,1,0.78,0.697,0.46,0.2537,38,152,190,13.0
3353,2011-05-24,2,0,5,0,2,1,1,0.78,0.697,0.46,0.2836,27,126,153,14.0
3354,2011-05-24,2,0,5,0,2,1,3,0.74,0.6818,0.55,0.4179,59,129,188,15.0
3355,2011-05-24,2,0,5,0,2,1,1,0.66,0.6212,0.69,0.194,52,225,277,16.0
3356,2011-05-24,2,0,5,0,2,1,1,0.7,0.6515,0.61,0.1045,56,492,548,17.0
3357,2011-05-24,2,0,5,0,2,1,1,0.7,0.6515,0.7,0.194,74,490,564,18.0
3358,2011-05-24,2,0,5,0,2,1,1,0.66,0.6212,0.74,0.194,45,310,355,19.0
3359,2011-05-24,2,0,5,0,2,1,1,0.66,0.6212,0.74,0.0896,39,241,280,20.0
3360,2011-05-24,2,0,5,0,2,1,1,0.64,0.5909,0.78,0.0896,21,168,189,21.0
3361,2011-05-24,2,0,5,0,2,1,3,0.62,0.5606,0.88,0.2239,26,115,141,22.0
3362,2011-05-24,2,0,5,0,2,1,3,0.66,0.6212,0.74,0.1642,13,53,66,23.0
3363,2011-05-25,2,0,5,0,3,1,3,0.6,0.5606,0.83,0.2239,3,32,35,0.0
3364,2011-05-25,2,0,5,0,3,1,3,0.58,0.5455,0.83,0.194,6,2,8,1.0
3365,2011-05-25,2,0,5,0,3,1,2,0.56,0.5303,0.94,0.194,0,8,8,2.0
3366,2011-05-25,2,0,5,0,3,1,1,0.54,0.5152,1.0,0.1343,0,9,9,3.0
3367,2011-05-25,2,0,5,0,3,1,1,0.54,0.5152,1.0,0.1045,0,3,3,4.0
3368,2011-05-25,2,0,5,0,3,1,1,0.56,0.5303,0.88,0.0896,2,23,25,5.0
3369,2011-05-25,2,0,5,0,3,1,1,0.56,0.5303,0.94,0.0896,4,113,117,6.0
3370,2011-05-25,2,0,5,0,3,1,1,0.62,0.5909,0.73,0.1343,29,284,313,7.0
3371,2011-05-25,2,0,5,0,3,1,1,0.64,0.6061,0.69,0.2239,36,495,531,8.0
3372,2011-05-25,2,0,5,0,3,1,1,0.68,0.6364,0.65,0.0896,27,207,234,9.0
3373,2011-05-25,2,0,5,0,3,1,1,0.7,0.6515,0.61,0.0896,30,105,135,10.0
3374,2011-05-25,2,0,5,0,3,1,1,0.74,0.6667,0.51,0.0896,36,104,140,11.0
3375,2011-05-25,2,0,5,0,3,1,1,0.74,0.6818,0.55,0.1343,32,178,210,12.0
3376,2011-05-25,2,0,5,0,3,1,1,0.74,0.6818,0.55,0.1343,39,163,202,13.0
3377,2011-05-25,2,0,5,0,3,1,1,0.74,0.6818,0.55,0.1642,47,121,168,14.0
3378,2011-05-25,2,0,5,0,3,1,1,0.76,0.697,0.52,0.2537,37,145,182,15.0
3379,2011-05-25,2,0,5,0,3,1,1,0.74,0.6667,0.51,0.2836,61,238,299,16.0
3380,2011-05-25,2,0,5,0,3,1,1,0.74,0.6667,0.51,0.2239,77,524,601,17.0
3381,2011-05-25,2,0,5,0,3,1,1,0.72,0.6667,0.58,0.2239,66,451,517,18.0
3382,2011-05-25,2,0,5,0,3,1,1,0.7,0.6515,0.61,0.1343,73,332,405,19.0
3383,2011-05-25,2,0,5,0,3,1,1,0.7,0.6515,0.61,0.1642,56,284,340,20.0
3384,2011-05-25,2,0,5,0,3,1,1,0.66,0.6212,0.69,0.1343,33,203,236,21.0
3385,2011-05-25,2,0,5,0,3,1,1,0.66,0.6212,0.69,0.2537,34,140,174,22.0
3386,2011-05-25,2,0,5,0,3,1,1,0.64,0.6061,0.73,0.1343,12,74,86,23.0
3387,2011-05-26,2,0,5,0,4,1,1,0.64,0.6061,0.73,0.1343,11,34,45,0.0
3388,2011-05-26,2,0,5,0,4,1,1,0.64,0.6061,0.73,0.1343,3,13,16,1.0
3389,2011-05-26,2,0,5,0,4,1,1,0.62,0.5758,0.83,0.1045,7,7,14,2.0
3390,2011-05-26,2,0,5,0,4,1,1,0.6,0.5455,0.88,0.0896,0,4,4,3.0
3391,2011-05-26,2,0,5,0,4,1,1,0.6,0.5455,0.88,0.194,0,2,2,4.0
3392,2011-05-26,2,0,5,0,4,1,2,0.6,0.5455,0.88,0.0896,2,25,27,5.0
3393,2011-05-26,2,0,5,0,4,1,2,0.6,0.5,1.0,0.0896,4,94,98,6.0
3394,2011-05-26,2,0,5,0,4,1,2,0.62,0.5455,0.94,0.2537,16,270,286,7.0
3395,2011-05-26,2,0,5,0,4,1,2,0.66,0.6061,0.83,0.1642,31,458,489,8.0
3396,2011-05-26,2,0,5,0,4,1,1,0.72,0.6818,0.7,0.1642,22,194,216,9.0
3397,2011-05-26,2,0,5,0,4,1,1,0.7,0.6667,0.74,0.2836,49,94,143,10.0
3398,2011-05-26,2,0,5,0,4,1,1,0.74,0.697,0.66,0.2239,36,124,160,11.0
3399,2011-05-26,2,0,5,0,4,1,1,0.78,0.7424,0.59,0.3284,53,141,194,12.0
3400,2011-05-26,2,0,5,0,4,1,1,0.82,0.7727,0.52,0.2836,52,145,197,13.0
3401,2011-05-26,2,0,5,0,4,1,1,0.82,0.7727,0.52,0.2836,44,145,189,14.0
3402,2011-05-26,2,0,5,0,4,1,2,0.82,0.7576,0.46,0.2836,40,101,141,15.0
3403,2011-05-26,2,0,5,0,4,1,2,0.8,0.7424,0.49,0.3582,58,233,291,16.0
3404,2011-05-26,2,0,5,0,4,1,1,0.8,0.7273,0.46,0.2836,49,445,494,17.0
3405,2011-05-26,2,0,5,0,4,1,1,0.8,0.7273,0.46,0.3284,74,404,478,18.0
3406,2011-05-26,2,0,5,0,4,1,1,0.78,0.697,0.46,0.3284,67,311,378,19.0
3407,2011-05-26,2,0,5,0,4,1,1,0.72,0.6667,0.58,0.1642,55,267,322,20.0
3408,2011-05-26,2,0,5,0,4,1,1,0.72,0.6818,0.62,0.0896,45,178,223,21.0
3409,2011-05-26,2,0,5,0,4,1,1,0.7,0.6515,0.65,0.1343,23,157,180,22.0
3410,2011-05-26,2,0,5,0,4,1,1,0.7,0.6515,0.65,0.194,17,73,90,23.0
3411,2011-05-27,2,0,5,0,5,1,1,0.68,0.6364,0.69,0.2537,14,55,69,0.0
3412,2011-05-27,2,0,5,0,5,1,1,0.7,0.6515,0.58,0.2985,14,36,50,1.0
3413,2011-05-27,2,0,5,0,5,1,1,0.68,0.6364,0.61,0.2239,6,12,18,2.0
3414,2011-05-27,2,0,5,0,5,1,1,0.66,0.6212,0.65,0.0896,1,11,12,3.0
3415,2011-05-27,2,0,5,0,5,1,1,0.64,0.6061,0.69,0.1343,2,5,7,4.0
3416,2011-05-27,2,0,5,0,5,1,1,0.64,0.6061,0.65,0.2836,2,29,31,5.0
3417,2011-05-27,2,0,5,0,5,1,1,0.64,0.6061,0.69,0.0896,8,73,81,6.0
3418,2011-05-27,2,0,5,0,5,1,1,0.64,0.6061,0.73,0.1642,20,229,249,7.0
3419,2011-05-27,2,0,5,0,5,1,1,0.66,0.6212,0.74,0.2836,25,393,418,8.0
3420,2011-05-27,2,0,5,0,5,1,1,0.7,0.6515,0.65,0.2836,37,190,227,9.0
3421,2011-05-27,2,0,5,0,5,1,1,0.72,0.6667,0.54,0.3881,42,111,153,10.0
3422,2011-05-27,2,0,5,0,5,1,2,0.74,0.6818,0.55,0.3284,40,126,166,11.0
3423,2011-05-27,2,0,5,0,5,1,2,0.76,0.697,0.55,0.2985,53,190,243,12.0
3424,2011-05-27,2,0,5,0,5,1,1,0.74,0.6818,0.58,0.194,51,158,209,13.0
3425,2011-05-27,2,0,5,0,5,1,1,0.76,0.697,0.55,0.2537,51,188,239,14.0
3426,2011-05-27,2,0,5,0,5,1,1,0.78,0.7121,0.49,0.2836,98,258,356,15.0
3427,2011-05-27,2,0,5,0,5,1,2,0.76,0.697,0.55,0.3881,63,356,419,16.0
3428,2011-05-27,2,0,5,0,5,1,1,0.74,0.6818,0.58,0.3881,77,414,491,17.0
3429,2011-05-27,2,0,5,0,5,1,2,0.72,0.6818,0.62,0.2985,89,310,399,18.0
3430,2011-05-27,2,0,5,0,5,1,3,0.6,0.5758,0.78,0.2537,69,210,279,19.0
3431,2011-05-27,2,0,5,0,5,1,2,0.62,0.5909,0.73,0.2239,24,120,144,20.0
3432,2011-05-27,2,0,5,0,5,1,1,0.6,0.5606,0.83,0.1045,37,114,151,21.0
3433,2011-05-27,2,0,5,0,5,1,1,0.6,0.5758,0.78,0.1343,25,116,141,22.0
3434,2011-05-27,2,0,5,0,5,1,1,0.58,0.5455,0.88,0.1343,23,104,127,23.0
3435,2011-05-28,2,0,5,0,6,0,1,0.58,0.5455,0.88,0.1343,15,79,94,0.0
3436,2011-05-28,2,0,5,0,6,0,1,0.58,0.5455,0.88,0.194,8,47,55,1.0
3437,2011-05-28,2,0,5,0,6,0,1,0.56,0.5303,0.94,0.194,13,35,48,2.0
3438,2011-05-28,2,0,5,0,6,0,1,0.56,0.5303,0.88,0.2239,2,13,15,3.0
3439,2011-05-28,2,0,5,0,6,0,1,0.56,0.5303,0.88,0.2537,0,4,4,4.0
3440,2011-05-28,2,0,5,0,6,0,1,0.56,0.5303,0.88,0.2239,4,3,7,5.0
3441,2011-05-28,2,0,5,0,6,0,1,0.58,0.5455,0.83,0.2537,3,16,19,6.0
3442,2011-05-28,2,0,5,0,6,0,1,0.6,0.5606,0.83,0.2537,17,33,50,7.0
3443,2011-05-28,2,0,5,0,6,0,1,0.62,0.5909,0.78,0.194,27,75,102,8.0
3444,2011-05-28,2,0,5,0,6,0,1,0.64,0.6061,0.73,0.2537,61,116,177,9.0
3445,2011-05-28,2,0,5,0,6,0,1,0.7,0.6515,0.65,0.2239,110,166,276,10.0
3446,2011-05-28,2,0,5,0,6,0,1,0.7,0.6515,0.65,0.2239,171,178,349,11.0
3447,2011-05-28,2,0,5,0,6,0,1,0.72,0.6667,0.58,0.2537,145,213,358,12.0
3448,2011-05-28,2,0,5,0,6,0,1,0.72,0.6818,0.62,0.2239,168,217,385,13.0
3449,2011-05-28,2,0,5,0,6,0,1,0.74,0.6818,0.58,0.2239,172,210,382,14.0
3450,2011-05-28,2,0,5,0,6,0,1,0.74,0.6818,0.55,0.2239,187,187,374,15.0
3451,2011-05-28,2,0,5,0,6,0,1,0.76,0.697,0.55,0.2836,201,201,402,16.0
3452,2011-05-28,2,0,5,0,6,0,1,0.74,0.6818,0.55,0.2985,180,161,341,17.0
3453,2011-05-28,2,0,5,0,6,0,1,0.72,0.6818,0.62,0.2537,173,212,385,18.0
3454,2011-05-28,2,0,5,0,6,0,1,0.7,0.6515,0.65,0.194,99,153,252,19.0
3455,2011-05-28,2,0,5,0,6,0,1,0.7,0.6515,0.65,0.2239,68,128,196,20.0
3456,2011-05-28,2,0,5,0,6,0,1,0.66,0.6212,0.74,0.2985,87,114,201,21.0
3457,2011-05-28,2,0,5,0,6,0,1,0.66,0.6061,0.78,0.2239,46,115,161,22.0
3458,2011-05-28,2,0,5,0,6,0,1,0.64,0.5758,0.83,0.194,44,81,125,23.0
3459,2011-05-29,2,0,5,0,0,0,1,0.64,0.5758,0.83,0.2239,32,51,83,0.0
3460,2011-05-29,2,0,5,0,0,0,1,0.62,0.5606,0.88,0.1642,17,49,66,1.0
3461,2011-05-29,2,0,5,0,0,0,1,0.62,0.5606,0.88,0.1045,12,49,61,2.0
3462,2011-05-29,2,0,5,0,0,0,1,0.62,0.5606,0.88,0.1045,2,24,26,3.0
3463,2011-05-29,2,0,5,0,0,0,1,0.6,0.5455,0.88,0.0896,13,10,23,4.0
3464,2011-05-29,2,0,5,0,0,0,1,0.6,0.5152,0.94,0.1642,3,3,6,5.0
3465,2011-05-29,2,0,5,0,0,0,2,0.62,0.5606,0.88,0.194,5,10,15,6.0
3466,2011-05-29,2,0,5,0,0,0,2,0.62,0.5606,0.88,0.2537,13,17,30,7.0
3467,2011-05-29,2,0,5,0,0,0,2,0.62,0.5606,0.88,0.2239,34,62,96,8.0
3468,2011-05-29,2,0,5,0,0,0,2,0.62,0.5455,0.94,0.2537,74,78,152,9.0
3469,2011-05-29,2,0,5,0,0,0,2,0.66,0.6061,0.83,0.2239,130,121,251,10.0
3470,2011-05-29,2,0,5,0,0,0,2,0.66,0.6061,0.83,0.2836,139,180,319,11.0
3471,2011-05-29,2,0,5,0,0,0,2,0.7,0.6667,0.74,0.2239,216,186,402,12.0
3472,2011-05-29,2,0,5,0,0,0,1,0.72,0.6818,0.7,0.2836,237,181,418,13.0
3473,2011-05-29,2,0,5,0,0,0,1,0.74,0.697,0.7,0.2836,183,168,351,14.0
3474,2011-05-29,2,0,5,0,0,0,1,0.74,0.697,0.7,0.2985,221,155,376,15.0
3475,2011-05-29,2,0,5,0,0,0,1,0.74,0.697,0.7,0.2836,194,167,361,16.0
3476,2011-05-29,2,0,5,0,0,0,1,0.74,0.697,0.7,0.2836,214,169,383,17.0
3477,2011-05-29,2,0,5,0,0,0,1,0.72,0.697,0.74,0.2836,151,177,328,18.0
3478,2011-05-29,2,0,5,0,0,0,1,0.72,0.697,0.74,0.2537,141,146,287,19.0
3479,2011-05-29,2,0,5,0,0,0,1,0.7,0.6667,0.79,0.194,91,128,219,20.0
3480,2011-05-29,2,0,5,0,0,0,1,0.68,0.6364,0.83,0.1642,107,122,229,21.0
3481,2011-05-29,2,0,5,0,0,0,1,0.66,0.5909,0.89,0.1343,78,93,171,22.0
3482,2011-05-29,2,0,5,0,0,0,1,0.66,0.5909,0.89,0.1642,48,87,135,23.0
3483,2011-05-30,2,0,5,1,1,0,1,0.64,0.5606,0.94,0.194,38,65,103,0.0
3484,2011-05-30,2,0,5,1,1,0,1,0.64,0.5606,0.94,0.1343,26,53,79,1.0
3485,2011-05-30,2,0,5,1,1,0,1,0.64,0.5606,0.94,0.194,17,28,45,2.0
3486,2011-05-30,2,0,5,1,1,0,1,0.64,0.5606,0.94,0.194,10,8,18,3.0
3487,2011-05-30,2,0,5,1,1,0,1,0.62,0.5455,0.94,0.1642,2,4,6,4.0
3488,2011-05-30,2,0,5,1,1,0,2,0.62,0.5455,0.94,0.1045,1,6,7,5.0
3489,2011-05-30,2,0,5,1,1,0,2,0.64,0.5606,0.94,0.0896,6,10,16,6.0
3490,2011-05-30,2,0,5,1,1,0,2,0.64,0.5606,0.94,0.194,12,19,31,7.0
3491,2011-05-30,2,0,5,1,1,0,2,0.66,0.5909,0.89,0.1045,36,58,94,8.0
3492,2011-05-30,2,0,5,1,1,0,1,0.72,0.697,0.74,0.0896,47,81,128,9.0
3493,2011-05-30,2,0,5,1,1,0,1,0.8,0.7576,0.55,0.2537,116,153,269,10.0
3494,2011-05-30,2,0,5,1,1,0,1,0.82,0.7727,0.52,0.194,153,168,321,11.0
3495,2011-05-30,2,0,5,1,1,0,1,0.86,0.803,0.47,0.1045,179,187,366,12.0
3496,2011-05-30,2,0,5,1,1,0,1,0.86,0.7879,0.44,0.0896,133,217,350,13.0
3497,2011-05-30,2,0,5,1,1,0,1,0.88,0.803,0.39,0.194,142,185,327,14.0
3498,2011-05-30,2,0,5,1,1,0,1,0.88,0.803,0.39,0.2537,132,179,311,15.0
3499,2011-05-30,2,0,5,1,1,0,1,0.88,0.7879,0.37,0.2836,101,208,309,16.0
3500,2011-05-30,2,0,5,1,1,0,1,0.86,0.7879,0.41,0.2239,102,202,304,17.0
3501,2011-05-30,2,0,5,1,1,0,1,0.86,0.7879,0.41,0.1642,77,172,249,18.0
3502,2011-05-30,2,0,5,1,1,0,2,0.52,0.5,0.48,0.1045,68,157,225,19.0
3503,2011-05-30,2,0,5,1,1,0,1,0.76,0.7121,0.58,0.194,69,168,237,20.0
3504,2011-05-30,2,0,5,1,1,0,1,0.74,0.697,0.7,0.1343,42,107,149,21.0
3505,2011-05-30,2,0,5,1,1,0,1,0.72,0.697,0.74,0.1642,26,80,106,22.0
3506,2011-05-30,2,0,5,1,1,0,1,0.7,0.6667,0.84,0.1045,14,34,48,23.0
3507,2011-05-31,2,0,5,0,2,1,1,0.7,0.6667,0.79,0.0896,9,20,29,0.0
3508,2011-05-31,2,0,5,0,2,1,1,0.68,0.6364,0.89,0.0896,8,9,17,1.0
3509,2011-05-31,2,0,5,0,2,1,2,0.66,0.5909,0.94,0.1343,5,7,12,2.0
3510,2011-05-31,2,0,5,0,2,1,2,0.64,0.5606,0.94,0.194,1,3,4,3.0
3511,2011-05-31,2,0,5,0,2,1,1,0.66,0.6061,0.83,0.0896,0,3,3,4.0
3512,2011-05-31,2,0,5,0,2,1,1,0.66,0.6061,0.83,0.0896,0,26,26,5.0
3513,2011-05-31,2,0,5,0,2,1,1,0.68,0.6364,0.79,0.0896,11,98,109,6.0
3514,2011-05-31,2,0,5,0,2,1,1,0.74,0.697,0.66,0.1045,16,219,235,7.0
3515,2011-05-31,2,0,5,0,2,1,1,0.78,0.7424,0.59,0.1343,34,372,406,8.0
3516,2011-05-31,2,0,5,0,2,1,1,0.8,0.7576,0.55,0.1343,22,153,175,9.0
3517,2011-05-31,2,0,5,0,2,1,1,0.82,0.7879,0.56,0.1343,37,72,109,10.0
3518,2011-05-31,2,0,5,0,2,1,1,0.86,0.803,0.47,0.194,28,78,106,11.0
3519,2011-05-31,2,0,5,0,2,1,1,0.86,0.803,0.47,0.1343,37,125,162,12.0
3520,2011-05-31,2,0,5,0,2,1,1,0.9,0.8333,0.39,0.1642,37,110,147,13.0
3521,2011-05-31,2,0,5,0,2,1,1,0.9,0.8182,0.37,0.194,41,99,140,14.0
3522,2011-05-31,2,0,5,0,2,1,1,0.9,0.8182,0.37,0.1642,42,133,175,15.0
3523,2011-05-31,2,0,5,0,2,1,1,0.9,0.8333,0.39,0.1343,44,205,249,16.0
3524,2011-05-31,2,0,5,0,2,1,1,0.84,0.803,0.53,0.2239,67,428,495,17.0
3525,2011-05-31,2,0,5,0,2,1,1,0.84,0.803,0.53,0.194,55,362,417,18.0
3526,2011-05-31,2,0,5,0,2,1,1,0.78,0.7424,0.62,0.1045,39,246,285,19.0
3527,2011-05-31,2,0,5,0,2,1,1,0.78,0.7424,0.62,0.1045,38,213,251,20.0
3528,2011-05-31,2,0,5,0,2,1,1,0.76,0.7273,0.66,0.1045,45,165,210,21.0
3529,2011-05-31,2,0,5,0,2,1,1,0.74,0.697,0.7,0.1642,42,117,159,22.0
3530,2011-05-31,2,0,5,0,2,1,1,0.72,0.697,0.79,0.0896,15,46,61,23.0
3531,2011-06-01,2,0,6,0,3,1,1,0.7,0.6667,0.79,0.1642,9,25,34,0.0
3532,2011-06-01,2,0,6,0,3,1,1,0.7,0.6667,0.84,0.2537,8,9,17,1.0
3533,2011-06-01,2,0,6,0,3,1,1,0.7,0.6667,0.79,0.1642,0,3,3,2.0
3534,2011-06-01,2,0,6,0,3,1,1,0.68,0.6364,0.89,0.194,0,6,6,3.0
3535,2011-06-01,2,0,6,0,3,1,2,0.68,0.6364,0.89,0.2239,0,4,4,4.0
3536,2011-06-01,2,0,6,0,3,1,2,0.66,0.5909,0.89,0.0896,2,19,21,5.0
3537,2011-06-01,2,0,6,0,3,1,2,0.68,0.6364,0.89,0.0896,7,121,128,6.0
3538,2011-06-01,2,0,6,0,3,1,2,0.7,0.6667,0.79,0.1642,19,265,284,7.0
3539,2011-06-01,2,0,6,0,3,1,2,0.72,0.697,0.79,0.194,37,417,454,8.0
3540,2011-06-01,2,0,6,0,3,1,2,0.74,0.7121,0.74,0.2239,34,173,207,9.0
3541,2011-06-01,2,0,6,0,3,1,2,0.76,0.7424,0.75,0.2537,31,84,115,10.0
3542,2011-06-01,2,0,6,0,3,1,2,0.82,0.803,0.59,0.2239,26,86,112,11.0
3543,2011-06-01,2,0,6,0,3,1,1,0.86,0.8333,0.53,0.194,32,137,169,12.0
3544,2011-06-01,2,0,6,0,3,1,1,0.9,0.8182,0.37,0.194,29,125,154,13.0
3545,2011-06-01,2,0,6,0,3,1,1,0.9,0.8182,0.37,0.2537,40,105,145,14.0
3546,2011-06-01,2,0,6,0,3,1,1,0.9,0.8333,0.39,0.2985,25,127,152,15.0
3547,2011-06-01,2,0,6,0,3,1,1,0.86,0.803,0.47,0.2985,39,227,266,16.0
3548,2011-06-01,2,0,6,0,3,1,1,0.86,0.803,0.47,0.2985,52,434,486,17.0
3549,2011-06-01,2,0,6,0,3,1,3,0.82,0.7879,0.56,0.3881,31,278,309,18.0
3550,2011-06-01,2,0,6,0,3,1,2,0.74,0.7121,0.79,0.1642,16,248,264,19.0
3551,2011-06-01,2,0,6,0,3,1,2,0.74,0.7121,0.79,0.2537,23,233,256,20.0
3552,2011-06-01,2,0,6,0,3,1,1,0.74,0.697,0.7,0.2836,29,161,190,21.0
3553,2011-06-01,2,0,6,0,3,1,1,0.74,0.697,0.66,0.1343,14,115,129,22.0
3554,2011-06-01,2,0,6,0,3,1,1,0.74,0.6667,0.51,0.1642,10,59,69,23.0
3555,2011-06-02,2,0,6,0,4,1,1,0.74,0.6515,0.4,0.3582,11,31,42,0.0
3556,2011-06-02,2,0,6,0,4,1,1,0.72,0.6515,0.38,0.1045,3,12,15,1.0
3557,2011-06-02,2,0,6,0,4,1,1,0.7,0.6364,0.39,0.194,0,6,6,2.0
3558,2011-06-02,2,0,6,0,4,1,1,0.66,0.6212,0.44,0.1045,0,4,4,3.0
3559,2011-06-02,2,0,6,0,4,1,1,0.66,0.6212,0.41,0.194,0,3,3,4.0
3560,2011-06-02,2,0,6,0,4,1,1,0.66,0.6212,0.39,0.2239,3,28,31,5.0
3561,2011-06-02,2,0,6,0,4,1,1,0.66,0.6212,0.39,0.1343,7,106,113,6.0
3562,2011-06-02,2,0,6,0,4,1,1,0.7,0.6364,0.34,0.2537,19,285,304,7.0
3563,2011-06-02,2,0,6,0,4,1,1,0.7,0.6364,0.32,0.2985,25,442,467,8.0
3564,2011-06-02,2,0,6,0,4,1,1,0.72,0.6364,0.26,0.3582,28,197,225,9.0
3565,2011-06-02,2,0,6,0,4,1,1,0.72,0.6515,0.28,0.4925,33,106,139,10.0
3566,2011-06-02,2,0,6,0,4,1,1,0.74,0.6515,0.28,0.3881,42,123,165,11.0
3567,2011-06-02,2,0,6,0,4,1,1,0.76,0.6667,0.25,0.4627,39,193,232,12.0
3568,2011-06-02,2,0,6,0,4,1,1,0.8,0.6818,0.24,0.3582,35,168,203,13.0
3569,2011-06-02,2,0,6,0,4,1,1,0.78,0.6667,0.24,0.3284,43,142,185,14.0
3570,2011-06-02,2,0,6,0,4,1,1,0.8,0.6818,0.21,0.3881,44,144,188,15.0
3571,2011-06-02,2,0,6,0,4,1,1,0.8,0.6818,0.22,0.4925,63,255,318,16.0
3572,2011-06-02,2,0,6,0,4,1,1,0.76,0.6515,0.2,0.5224,88,484,572,17.0
3573,2011-06-02,2,0,6,0,4,1,1,0.74,0.6515,0.22,0.3881,74,451,525,18.0
3574,2011-06-02,2,0,6,0,4,1,1,0.72,0.6364,0.23,0.2985,58,321,379,19.0
3575,2011-06-02,2,0,6,0,4,1,1,0.7,0.6364,0.24,0.194,51,286,337,20.0
3576,2011-06-02,2,0,6,0,4,1,1,0.66,0.6212,0.31,0.194,33,215,248,21.0
3577,2011-06-02,2,0,6,0,4,1,1,0.64,0.6212,0.33,0.2537,14,141,155,22.0
3578,2011-06-02,2,0,6,0,4,1,1,0.62,0.6212,0.35,0.2239,23,89,112,23.0
3579,2011-06-03,2,0,6,0,5,1,1,0.62,0.6212,0.38,0.2836,15,53,68,0.0
3580,2011-06-03,2,0,6,0,5,1,1,0.6,0.6212,0.38,0.3582,7,15,22,1.0
3581,2011-06-03,2,0,6,0,5,1,1,0.56,0.5303,0.43,0.2239,0,12,12,2.0
3582,2011-06-03,2,0,6,0,5,1,1,0.54,0.5152,0.49,0.2239,0,5,5,3.0
3583,2011-06-03,2,0,6,0,5,1,1,0.52,0.5,0.48,0.3284,1,5,6,4.0
3584,2011-06-03,2,0,6,0,5,1,1,0.52,0.5,0.48,0.3582,4,24,28,5.0
3585,2011-06-03,2,0,6,0,5,1,1,0.54,0.5152,0.45,0.2985,8,98,106,6.0
3586,2011-06-03,2,0,6,0,5,1,1,0.54,0.5152,0.45,0.2537,25,252,277,7.0
3587,2011-06-03,2,0,6,0,5,1,2,0.56,0.5303,0.43,0.3284,31,471,502,8.0
3588,2011-06-03,2,0,6,0,5,1,1,0.58,0.5455,0.4,0.1642,36,194,230,9.0
3589,2011-06-03,2,0,6,0,5,1,1,0.62,0.6212,0.33,0.2537,54,107,161,10.0
3590,2011-06-03,2,0,6,0,5,1,1,0.64,0.6212,0.31,0.3284,57,135,192,11.0
3591,2011-06-03,2,0,6,0,5,1,1,0.66,0.6212,0.27,0.2836,51,208,259,12.0
3592,2011-06-03,2,0,6,0,5,1,1,0.68,0.6212,0.26,0.2537,58,190,248,13.0
3593,2011-06-03,2,0,6,0,5,1,1,0.7,0.6364,0.28,0.2836,66,174,240,14.0
3594,2011-06-03,2,0,6,0,5,1,1,0.7,0.6364,0.28,0.2836,56,156,212,15.0
3595,2011-06-03,2,0,6,0,5,1,1,0.72,0.6364,0.26,0.3284,63,286,349,16.0
3596,2011-06-03,2,0,6,0,5,1,1,0.72,0.6364,0.25,0.2836,73,485,558,17.0
3597,2011-06-03,2,0,6,0,5,1,1,0.7,0.6364,0.24,0.2985,76,488,564,18.0
3598,2011-06-03,2,0,6,0,5,1,1,0.68,0.6212,0.26,0.2836,53,338,391,19.0
3599,2011-06-03,2,0,6,0,5,1,1,0.64,0.6212,0.29,0.1642,57,236,293,20.0
3600,2011-06-03,2,0,6,0,5,1,1,0.64,0.6212,0.29,0.1045,51,196,247,21.0
3601,2011-06-03,2,0,6,0,5,1,1,0.62,0.6212,0.35,0.194,26,145,171,22.0
3602,2011-06-03,2,0,6,0,5,1,1,0.58,0.5455,0.46,0.1045,30,141,171,23.0
3603,2011-06-04,2,0,6,0,6,0,1,0.56,0.5303,0.52,0.194,24,69,93,0.0
3604,2011-06-04,2,0,6,0,6,0,1,0.54,0.5152,0.64,0.1045,14,80,94,1.0
3605,2011-06-04,2,0,6,0,6,0,1,0.54,0.5152,0.56,0.194,18,41,59,2.0
3606,2011-06-04,2,0,6,0,6,0,1,0.52,0.5,0.59,0.1045,8,10,18,3.0
3607,2011-06-04,2,0,6,0,6,0,1,0.52,0.5,0.59,0.0896,4,11,15,4.0
3608,2011-06-04,2,0,6,0,6,0,1,0.5,0.4848,0.64,0.194,3,5,8,5.0
3609,2011-06-04,2,0,6,0,6,0,1,0.54,0.5152,0.6,0.194,11,17,28,6.0
3610,2011-06-04,2,0,6,0,6,0,1,0.56,0.5303,0.56,0.194,27,60,87,7.0
3611,2011-06-04,2,0,6,0,6,0,1,0.6,0.6212,0.46,0.0896,29,96,125,8.0
3612,2011-06-04,2,0,6,0,6,0,1,0.62,0.6212,0.43,0.1343,55,169,224,9.0
3613,2011-06-04,2,0,6,0,6,0,1,0.64,0.6212,0.38,0.1045,115,202,317,10.0
3614,2011-06-04,2,0,6,0,6,0,1,0.66,0.6212,0.36,0.1343,120,249,369,11.0
3615,2011-06-04,2,0,6,0,6,0,1,0.7,0.6364,0.32,0.1642,150,270,420,12.0
3616,2011-06-04,2,0,6,0,6,0,1,0.74,0.6515,0.28,0.1343,188,268,456,13.0
